Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Mona,,,,,,,
Project,"MA-Polyvinylpyrrolidone-1,2,dichloroethane-Chlorobenzene-Nitrobenzene-n-Butyl Acetate",,,,,,,
Reactor1,"15.14 mg/ml Polyvinylpyrrolidone in 1,2,dichloroethane",2-dichloroethane,,,,,,
Reactor2,15.18 mg/ml Polyvinylpyrrolidone in Chlorobenzene,,,,,,,
Reactor3,14.8 mg/ml Polyvinylpyrrolidone in Nitrobenzene,,,,,,,
Reactor4,15.16 mg/ml Polyvinylpyrrolidone in n-Butyl Acetate,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,Polyvinylpyrrolidone:32,,,,,,,
solvent_ids,"1,2,dichloroethane:37",Chlorobenzene:10,Nitrobenzene:9,n-Butyl Acetate:40,,,,
Start of Experiment,1/25/24 12:23,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,C,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,16, sec,,,,
Tune,,,,,,,,
1/25/24 22:19,9:55:46,24.4,24.5,27,92,67,2,0
1/25/24 22:19,9:55:47,24.4,24.5,27,92,67,2,0
1/25/24 22:19,9:55:48,24.4,24.5,27,92,66,2,0
1/25/24 22:19,9:55:49,24.4,24.5,27,92,66,2,0
1/25/24 22:19,9:55:50,24.4,24.5,27,92,66,2,0
1/25/24 22:19,9:55:51,24.4,24.5,26,92,66,2,0
1/25/24 22:19,9:55:52,24.3,24.4,27,92,66,2,0
1/25/24 22:19,9:55:53,24.3,24.4,26,92,66,2,0
1/25/24 22:19,9:55:54,24.3,24.4,27,92,66,2,0
1/25/24 22:19,9:55:55,24.3,24.4,27,92,66,2,0
1/25/24 22:19,9:55:56,24.3,24.4,26,92,66,2,0
1/25/24 22:19,9:55:57,24.3,24.4,26,92,66,2,0
1/25/24 22:19,9:55:58,24.3,24.4,27,91,66,2,0
1/25/24 22:19,9:55:59,24.3,24.4,27,91,65,2,0
1/25/24 22:19,9:56:02,24.3,24.4,27,91,65,2,0
1/25/24 22:19,9:56:03,24.3,24.3,26,91,65,2,0
1/25/24 22:19,9:56:05,24.2,24.4,27,91,65,2,0
1/25/24 22:19,9:56:06,24.2,24.3,27,91,65,2,0
1/25/24 22:19,9:56:07,24.2,24.3,26,91,65,2,0
1/25/24 22:19,9:56:08,24.2,24.3,27,91,65,2,0
1/25/24 22:19,9:56:09,24.2,24.3,27,91,65,2,0
1/25/24 22:19,9:56:11,24.2,24.3,27,91,65,2,0
1/25/24 22:19,9:56:12,24.2,24.3,27,91,65,2,0
1/25/24 22:19,9:56:13,24.2,24.3,26,91,65,2,0
1/25/24 22:19,9:56:14,24.2,24.2,27,90,65,2,0
1/25/24 22:19,9:56:15,24.2,24.3,27,90,65,2,0
1/25/24 22:19,9:56:16,24.1,24.2,26,90,65,2,0
1/25/24 22:19,9:56:17,24.1,24.2,27,90,65,2,0
1/25/24 22:19,9:56:19,24.1,24.2,27,90,65,2,0
1/25/24 22:19,9:56:20,24.1,24.2,27,90,64,2,0
1/25/24 22:19,9:56:25,24.1,24.2,27,90,64,2,0
1/25/24 22:19,9:56:26,24.1,24.2,26,90,64,2,0
1/25/24 22:19,9:56:27,24.1,24.1,26,90,64,2,0
1/25/24 22:19,9:56:28,24,24.1,27,90,63,2,0
1/25/24 22:19,9:56:29,24,24.1,26,90,63,2,0
1/25/24 22:19,9:56:30,24,24.1,27,90,63,2,0
1/25/24 22:19,9:56:31,24,24.1,26,90,63,2,0
1/25/24 22:20,9:56:33,24,24.1,26,90,63,2,0
1/25/24 22:20,9:56:34,24,24.1,27,90,63,2,0
1/25/24 22:20,9:56:35,24,24.1,26,90,63,2,0
1/25/24 22:20,9:56:36,24,24.1,26,90,63,2,0
1/25/24 22:20,9:56:37,24,24,26,90,63,2,0
1/25/24 22:20,9:56:38,24,24,27,90,63,2,0
1/25/24 22:20,9:56:39,24,24,27,90,63,2,0
1/25/24 22:20,9:56:40,23.9,24,26,90,63,2,0
1/25/24 22:20,9:56:42,23.9,24,26,90,63,2,0
1/25/24 22:20,9:56:43,23.9,24,27,90,63,2,0
1/25/24 22:20,9:56:44,23.9,24,27,90,63,2,0
1/25/24 22:20,9:56:45,23.9,24,26,90,63,2,0
1/25/24 22:20,9:56:46,23.9,24,27,90,63,2,0
1/25/24 22:20,9:56:47,23.9,24,26,90,62,2,0
1/25/24 22:20,9:56:50,23.9,24,26,90,62,2,0
1/25/24 22:20,9:56:51,23.9,23.9,26,90,62,2,0
1/25/24 22:20,9:56:52,23.8,23.9,27,90,62,2,0
1/25/24 22:20,9:56:53,23.8,23.9,27,90,62,2,0
1/25/24 22:20,9:56:54,23.8,23.9,26,90,62,2,0
1/25/24 22:20,9:56:56,23.8,23.9,26,90,62,2,0
1/25/24 22:20,9:56:57,23.8,23.9,27,90,62,2,0
1/25/24 22:20,9:56:58,23.8,23.9,26,89,62,2,0
1/25/24 22:20,9:56:59,23.8,23.9,26,89,62,2,0
1/25/24 22:20,9:57:00,23.8,23.9,26,89,62,2,0
1/25/24 22:20,9:57:01,23.8,23.8,26,89,62,2,0
1/25/24 22:20,9:57:03,23.8,23.8,26,89,62,2,0
1/25/24 22:20,9:57:04,23.7,23.8,26,89,62,2,0
1/25/24 22:20,9:57:05,23.7,23.8,26,89,62,2,0
1/25/24 22:20,9:57:06,23.7,23.8,27,89,61,2,0
1/25/24 22:20,9:57:07,23.7,23.8,26,89,61,2,0
1/25/24 22:20,9:57:12,23.7,23.8,26,89,61,2,0
1/25/24 22:20,9:57:14,23.7,23.7,26,89,61,2,0
1/25/24 22:20,9:57:16,23.6,23.7,26,89,61,2,0
1/25/24 22:20,9:57:17,23.6,23.7,26,89,61,2,0
1/25/24 22:20,9:57:18,23.6,23.7,26,89,60,2,0
1/25/24 22:20,9:57:20,23.6,23.7,26,89,60,2,0
1/25/24 22:20,9:57:24,23.6,23.7,26,89,60,2,0
1/25/24 22:20,9:57:25,23.6,23.6,26,89,60,2,0
1/25/24 22:20,9:57:28,23.5,23.6,26,89,60,2,0
1/25/24 22:20,9:57:29,23.5,23.6,27,89,60,2,0
1/25/24 22:20,9:57:30,23.5,23.6,26,89,60,2,0
1/25/24 22:20,9:57:31,23.5,23.6,26,89,60,2,0
1/25/24 22:21,9:57:36,23.5,23.6,26,89,60,2,0
1/25/24 22:21,9:57:37,23.5,23.6,26,88,59,2,0
1/25/24 22:21,9:57:38,23.5,23.5,26,88,59,2,0
1/25/24 22:21,9:57:40,23.4,23.5,26,88,59,2,0
1/25/24 22:21,9:57:42,23.4,23.5,26,88,59,2,0
1/25/24 22:21,9:57:46,23.4,23.5,26,88,59,2,0
1/25/24 22:21,9:57:47,23.4,23.5,26,88,58,2,0
1/25/24 22:21,9:57:48,23.4,23.5,26,88,58,2,0
1/25/24 22:21,9:57:49,23.4,23.4,26,88,58,2,0
1/25/24 22:21,9:57:50,23.4,23.4,27,88,58,2,0
1/25/24 22:21,9:57:51,23.4,23.4,26,88,58,2,0
1/25/24 22:21,9:57:52,23.3,23.4,26,88,58,2,0
1/25/24 22:21,9:57:54,23.3,23.4,26,88,58,2,0
1/25/24 22:21,9:57:55,23.3,23.4,26,87,58,2,0
1/25/24 22:21,9:58:00,23.3,23.4,26,87,58,2,0
1/25/24 22:21,9:58:01,23.3,23.3,26,87,58,2,0
1/25/24 22:21,9:58:04,23.2,23.3,26,87,58,2,0
1/25/24 22:21,9:58:05,23.2,23.3,26,87,57,2,0
1/25/24 22:21,9:58:11,23.2,23.3,26,87,57,2,0
1/25/24 22:21,9:58:12,23.2,23.3,26,87,57,2,0
1/25/24 22:21,9:58:13,23.2,23.2,26,87,57,2,0
1/25/24 22:21,9:58:15,23.1,23.2,26,87,57,2,0
1/25/24 22:21,9:58:16,23.1,23.2,26,87,57,2,0
1/25/24 22:21,9:58:17,23.1,23.2,26,87,57,2,0
1/25/24 22:21,9:58:18,23.1,23.2,27,87,57,2,0
1/25/24 22:21,9:58:19,23.1,23.2,26,87,57,2,0
1/25/24 22:21,9:58:20,23.1,23.2,26,87,57,2,0
1/25/24 22:21,9:58:21,23.1,23.2,27,87,57,2,0
1/25/24 22:21,9:58:23,23.1,23.2,27,87,57,2,0
1/25/24 22:21,9:58:24,23.1,23.2,26,87,56,2,0
1/25/24 22:21,9:58:25,23.1,23.1,26,87,56,2,0
1/25/24 22:21,9:58:26,23.1,23.1,26,87,56,2,0
1/25/24 22:21,9:58:27,23.1,23.1,27,87,56,2,0
1/25/24 22:21,9:58:28,23,23.1,26,87,56,2,0
1/25/24 22:21,9:58:29,23,23.1,26,87,56,2,0
1/25/24 22:21,9:58:30,23,23.1,27,87,56,2,0
1/25/24 22:21,9:58:31,23,23.1,26,87,56,2,0
1/25/24 22:21,9:58:32,23,23.1,26,87,56,2,0
1/25/24 22:22,9:58:33,23,23.1,27,87,56,2,0
1/25/24 22:22,9:58:34,23,23.1,27,87,55,2,0
1/25/24 22:22,9:58:35,23,23.1,27,87,55,2,0
1/25/24 22:22,9:58:36,23,23.1,26,87,55,2,0
1/25/24 22:22,9:58:37,23,23.1,27,87,55,2,0
1/25/24 22:22,9:58:38,23,23,26,87,55,2,0
1/25/24 22:22,9:58:40,22.9,23,26,87,55,2,0
1/25/24 22:22,9:58:41,22.9,23,26,87,55,2,0
1/25/24 22:22,9:58:42,22.9,23,26,86,55,2,0
1/25/24 22:22,9:58:44,22.9,23,26,86,55,2,0
1/25/24 22:22,9:58:45,22.9,23,27,86,55,2,0
1/25/24 22:22,9:58:46,22.9,23,27,86,55,2,0
1/25/24 22:22,9:58:47,22.9,23,26,86,55,2,0
1/25/24 22:22,9:58:48,22.9,23,26,86,55,2,0
1/25/24 22:22,9:58:49,22.9,22.9,27,86,55,2,0
1/25/24 22:22,9:58:52,22.8,22.9,27,86,55,2,0
1/25/24 22:22,9:58:53,22.8,22.9,26,86,55,2,0
1/25/24 22:22,9:58:54,22.8,22.9,27,86,55,2,0
1/25/24 22:22,9:58:55,22.8,22.9,27,86,55,2,0
1/25/24 22:22,9:58:56,22.8,22.9,27,86,54,2,0
1/25/24 22:22,9:58:57,22.8,22.9,27,86,54,2,0
1/25/24 22:22,9:58:58,22.8,22.9,26,85,54,2,0
1/25/24 22:22,9:58:59,22.8,22.9,27,85,54,2,0
1/25/24 22:22,9:59:00,22.8,22.9,27,85,54,2,0
1/25/24 22:22,9:59:01,22.8,22.8,27,85,54,2,0
1/25/24 22:22,9:59:02,22.8,22.8,26,85,54,2,0
1/25/24 22:22,9:59:03,22.8,22.8,27,85,54,2,0
1/25/24 22:22,9:59:04,22.7,22.8,27,85,54,2,0
1/25/24 22:22,9:59:05,22.7,22.8,27,85,54,2,0
1/25/24 22:22,9:59:06,22.7,22.8,27,85,53,2,0
1/25/24 22:22,9:59:07,22.7,22.8,27,85,53,2,0
1/25/24 22:22,9:59:09,22.7,22.8,27,85,53,2,0
1/25/24 22:22,9:59:11,22.7,22.8,27,85,53,2,0
1/25/24 22:22,9:59:12,22.7,22.7,27,85,53,2,0
1/25/24 22:22,9:59:16,22.6,22.7,27,85,53,2,0
1/25/24 22:22,9:59:19,22.6,22.7,27,85,53,2,0
1/25/24 22:22,9:59:20,22.6,22.7,27,85,53,2,0
1/25/24 22:22,9:59:23,22.6,22.7,27,85,53,2,0
1/25/24 22:22,9:59:24,22.6,22.6,27,85,53,2,0
1/25/24 22:22,9:59:26,22.6,22.6,27,85,53,2,0
1/25/24 22:22,9:59:27,22.5,22.6,27,85,52,2,0
1/25/24 22:22,9:59:29,22.5,22.6,27,85,52,2,0
1/25/24 22:22,9:59:30,22.5,22.6,27,84,52,2,0
1/25/24 22:23,9:59:35,22.5,22.6,27,84,52,2,0
1/25/24 22:23,9:59:36,22.5,22.5,27,84,52,2,0
1/25/24 22:23,9:59:40,22.4,22.5,27,84,52,2,0
1/25/24 22:23,9:59:45,22.4,22.5,27,84,52,2,0
1/25/24 22:23,9:59:46,22.4,22.5,27,84,52,2,0
1/25/24 22:23,9:59:48,22.4,22.5,27,84,52,2,0
1/25/24 22:23,9:59:49,22.4,22.4,27,84,52,2,0
1/25/24 22:23,9:59:50,22.4,22.4,27,84,51,2,0
1/25/24 22:23,9:59:51,22.4,22.4,27,84,51,2,0
1/25/24 22:23,9:59:52,22.3,22.4,27,84,51,2,0
1/25/24 22:23,9:59:59,22.3,22.4,27,84,51,2,0
1/25/24 22:23,10:00:00,22.3,22.3,27,84,51,2,0
1/25/24 22:23,10:00:01,22.3,22.3,27,84,50,2,0
1/25/24 22:23,10:00:02,22.3,22.3,27,84,50,2,0
1/25/24 22:23,10:00:04,22.2,22.3,27,84,50,2,0
1/25/24 22:23,10:00:13,22.2,22.3,27,84,50,2,0
1/25/24 22:23,10:00:14,22.2,22.2,27,84,50,2,0
1/25/24 22:23,10:00:16,22.1,22.2,27,84,50,2,0
1/25/24 22:23,10:00:17,22.1,22.2,27,84,50,2,0
1/25/24 22:23,10:00:19,22.1,22.2,27,84,50,2,0
1/25/24 22:23,10:00:20,22.1,22.2,27,83,50,2,0
1/25/24 22:23,10:00:21,22.1,22.2,27,83,50,2,0
1/25/24 22:23,10:00:22,22.1,22.2,27,83,50,2,0
1/25/24 22:23,10:00:23,22.1,22.2,27,83,50,2,0
1/25/24 22:23,10:00:24,22.1,22.1,27,83,50,2,0
1/25/24 22:23,10:00:25,22.1,22.1,27,83,49,2,0
1/25/24 22:23,10:00:27,22,22.1,27,83,49,2,0
1/25/24 22:23,10:00:31,22,22.1,27,83,49,2,0
1/25/24 22:23,10:00:32,22,22.1,27,83,49,2,0
1/25/24 22:24,10:00:33,22,22.1,27,83,49,2,0
1/25/24 22:24,10:00:34,22,22.1,27,83,49,2,0
1/25/24 22:24,10:00:35,22,22,27,82,49,2,0
1/25/24 22:24,10:00:36,22,22,27,83,49,2,0
1/25/24 22:24,10:00:37,22,22,27,83,49,2,0
1/25/24 22:24,10:00:38,22,22,27,82,49,2,0
1/25/24 22:24,10:00:39,21.9,22,27,82,49,2,0
1/25/24 22:24,10:00:42,21.9,22,27,82,49,2,0
1/25/24 22:24,10:00:45,21.9,22,27,82,49,2,0
1/25/24 22:24,10:00:47,21.9,22,27,82,49,2,0
1/25/24 22:24,10:00:48,21.9,21.9,27,82,48,2,0
1/25/24 22:24,10:00:49,21.9,22,27,82,48,2,0
1/25/24 22:24,10:00:50,21.9,21.9,28,82,48,2,0
1/25/24 22:24,10:00:51,21.9,21.9,28,82,48,2,0
1/25/24 22:24,10:00:52,21.8,21.9,27,82,48,2,0
1/25/24 22:24,10:00:53,21.8,21.9,27,82,48,2,0
1/25/24 22:24,10:00:54,21.8,21.9,28,82,48,2,0
1/25/24 22:24,10:00:55,21.8,21.9,27,82,48,2,0
1/25/24 22:24,10:00:57,21.8,21.9,27,82,48,2,0
1/25/24 22:24,10:00:59,21.8,21.9,27,82,48,2,0
1/25/24 22:24,10:01:00,21.8,21.9,27,82,47,2,0
1/25/24 22:24,10:01:01,21.8,21.8,28,82,47,2,0
1/25/24 22:24,10:01:04,21.7,21.8,28,82,47,2,0
1/25/24 22:24,10:01:05,21.7,21.8,27,82,47,2,0
1/25/24 22:24,10:01:06,21.7,21.8,28,82,47,2,0
1/25/24 22:24,10:01:11,21.7,21.8,28,82,47,2,0
1/25/24 22:24,10:01:12,21.7,21.7,28,82,47,2,0
1/25/24 22:24,10:01:16,21.6,21.7,28,82,47,2,0
1/25/24 22:24,10:01:19,21.6,21.7,28,82,47,2,0
1/25/24 22:24,10:01:20,21.6,21.7,28,81,47,2,0
1/25/24 22:24,10:01:22,21.6,21.7,28,81,47,2,0
1/25/24 22:24,10:01:23,21.6,21.7,28,81,46,2,0
1/25/24 22:24,10:01:24,21.6,21.6,28,81,46,2,0
1/25/24 22:24,10:01:28,21.5,21.6,28,81,46,2,0
1/25/24 22:24,10:01:32,21.5,21.6,28,81,46,2,0
1/25/24 22:25,10:01:33,21.5,21.6,28,81,45,2,0
1/25/24 22:25,10:01:34,21.5,21.6,28,81,45,2,0
1/25/24 22:25,10:01:35,21.5,21.5,28,81,45,2,0
1/25/24 22:25,10:01:36,21.5,21.6,28,81,45,2,0
1/25/24 22:25,10:01:37,21.5,21.6,28,81,45,2,0
1/25/24 22:25,10:01:38,21.5,21.5,28,81,45,2,0
1/25/24 22:25,10:01:39,21.4,21.5,28,81,45,2,0
1/25/24 22:25,10:01:43,21.4,21.5,28,81,45,2,0
1/25/24 22:25,10:01:44,21.4,21.5,28,80,45,2,0
1/25/24 22:25,10:01:47,21.4,21.5,28,80,45,2,0
1/25/24 22:25,10:01:48,21.4,21.4,28,80,45,2,0
1/25/24 22:25,10:01:49,21.4,21.4,28,80,45,2,0
1/25/24 22:25,10:01:51,21.3,21.4,28,80,45,2,0
1/25/24 22:25,10:01:53,21.3,21.4,28,80,45,2,0
1/25/24 22:25,10:01:55,21.3,21.4,28,80,45,2,0
1/25/24 22:25,10:01:56,21.3,21.4,28,80,44,2,0
1/25/24 22:25,10:02:00,21.3,21.4,28,80,44,2,0
1/25/24 22:25,10:02:01,21.3,21.3,28,80,44,2,0
1/25/24 22:25,10:02:02,21.3,21.4,28,80,44,2,0
1/25/24 22:25,10:02:03,21.3,21.3,28,80,44,2,0
1/25/24 22:25,10:02:04,21.2,21.3,28,80,44,2,0
1/25/24 22:25,10:02:07,21.2,21.3,28,80,44,2,0
1/25/24 22:25,10:02:08,21.2,21.3,29,80,44,2,0
1/25/24 22:25,10:02:10,21.2,21.3,29,80,44,2,0
1/25/24 22:25,10:02:11,21.2,21.3,28,80,44,2,0
1/25/24 22:25,10:02:12,21.2,21.3,28,80,44,2,0
1/25/24 22:25,10:02:13,21.2,21.2,29,80,44,2,0
1/25/24 22:25,10:02:14,21.2,21.2,28,80,44,2,0
1/25/24 22:25,10:02:15,21.2,21.2,29,80,44,2,0
1/25/24 22:25,10:02:16,21.1,21.2,29,80,44,2,0
1/25/24 22:25,10:02:18,21.1,21.2,29,80,44,2,0
1/25/24 22:25,10:02:19,21.1,21.2,28,80,44,2,0
1/25/24 22:25,10:02:20,21.1,21.2,29,79,44,2,0
1/25/24 22:25,10:02:22,21.1,21.2,29,79,44,2,0
1/25/24 22:25,10:02:23,21.1,21.2,28,79,44,2,0
1/25/24 22:25,10:02:24,21.1,21.2,29,79,43,2,0
1/25/24 22:25,10:02:25,21.1,21.1,29,79,43,2,0
1/25/24 22:25,10:02:26,21.1,21.2,29,79,43,2,0
1/25/24 22:25,10:02:27,21.1,21.1,28,79,43,2,0
1/25/24 22:25,10:02:28,21,21.1,29,79,43,2,0
1/25/24 22:25,10:02:32,21,21.1,29,79,43,2,0
1/25/24 22:26,10:02:33,21,21.1,28,79,43,2,0
1/25/24 22:26,10:02:34,21,21.1,29,79,43,2,0
1/25/24 22:26,10:02:35,21,21.1,29,79,43,2,0
1/25/24 22:26,10:02:36,21,21,29,79,42,2,0
1/25/24 22:26,10:02:39,20.9,21,29,79,42,2,0
1/25/24 22:26,10:02:42,20.9,21,29,79,42,2,0
1/25/24 22:26,10:02:43,20.9,21,30,79,42,2,0
1/25/24 22:26,10:02:44,20.9,21,30,79,42,2,0
1/25/24 22:26,10:02:45,20.9,21,29,79,42,2,0
1/25/24 22:26,10:02:46,20.9,21,29,79,42,2,0
1/25/24 22:26,10:02:47,20.9,21,30,79,42,2,0
1/25/24 22:26,10:02:48,20.9,20.9,30,79,42,2,0
1/25/24 22:26,10:02:51,20.8,20.9,30,79,42,2,0
1/25/24 22:26,10:02:58,20.8,20.9,30,79,42,2,0
1/25/24 22:26,10:02:59,20.8,20.8,30,79,42,2,0
1/25/24 22:26,10:03:01,20.8,20.8,30,79,42,2,0
1/25/24 22:26,10:03:03,20.8,20.8,30,79,41,2,0
1/25/24 22:26,10:03:04,20.7,20.8,30,79,41,2,0
1/25/24 22:26,10:03:08,20.7,20.8,30,79,41,2,0
1/25/24 22:26,10:03:09,20.7,20.8,30,78,41,2,0
1/25/24 22:26,10:03:10,20.7,20.8,30,78,41,2,0
1/25/24 22:26,10:03:11,20.7,20.8,30,78,41,2,0
1/25/24 22:26,10:03:12,20.7,20.8,30,78,41,2,0
1/25/24 22:26,10:03:13,20.7,20.8,30,78,41,2,0
1/25/24 22:26,10:03:14,20.7,20.7,30,78,41,2,0
1/25/24 22:26,10:03:15,20.7,20.7,30,78,40,2,0
1/25/24 22:26,10:03:16,20.6,20.7,30,78,40,2,0
1/25/24 22:26,10:03:22,20.6,20.7,30,78,40,2,0
1/25/24 22:26,10:03:23,20.6,20.7,30,77,40,2,0
1/25/24 22:26,10:03:24,20.6,20.6,30,77,40,2,0
1/25/24 22:26,10:03:28,20.5,20.6,30,77,40,2,0
1/25/24 22:26,10:03:32,20.5,20.6,30,77,40,2,0
1/25/24 22:27,10:03:36,20.5,20.6,30,77,40,2,0
1/25/24 22:27,10:03:37,20.5,20.6,30,77,40,2,0
1/25/24 22:27,10:03:38,20.5,20.5,31,77,40,2,0
1/25/24 22:27,10:03:39,20.5,20.5,30,77,40,2,0
1/25/24 22:27,10:03:40,20.4,20.5,30,77,40,2,0
1/25/24 22:27,10:03:42,20.4,20.5,30,77,40,2,0
1/25/24 22:27,10:03:43,20.4,20.5,30,77,39,2,0
1/25/24 22:27,10:03:44,20.4,20.5,30,77,39,2,0
1/25/24 22:27,10:03:45,20.4,20.5,30,77,39,2,0
1/25/24 22:27,10:03:46,20.4,20.5,31,77,39,2,0
1/25/24 22:27,10:03:47,20.4,20.5,31,77,39,2,0
1/25/24 22:27,10:03:48,20.4,20.4,30,77,39,2,0
1/25/24 22:27,10:03:49,20.4,20.4,30,77,39,2,0
1/25/24 22:27,10:03:50,20.4,20.4,31,77,39,2,0
1/25/24 22:27,10:03:51,20.3,20.4,30,77,39,2,0
1/25/24 22:27,10:03:52,20.3,20.4,30,77,39,2,0
1/25/24 22:27,10:03:53,20.3,20.4,31,77,39,2,0
1/25/24 22:27,10:03:57,20.3,20.4,31,77,39,2,0
1/25/24 22:27,10:03:58,20.3,20.4,30,76,39,2,0
1/25/24 22:27,10:03:59,20.3,20.4,30,76,39,2,0
1/25/24 22:27,10:04:00,20.3,20.3,30,76,39,2,0
1/25/24 22:27,10:04:01,20.3,20.3,30,76,39,2,0
1/25/24 22:27,10:04:02,20.3,20.3,31,76,39,2,0
1/25/24 22:27,10:04:03,20.2,20.3,31,76,39,2,0
1/25/24 22:27,10:04:05,20.2,20.3,31,76,39,2,0
1/25/24 22:27,10:04:06,20.2,20.3,31,76,39,2,0
1/25/24 22:27,10:04:07,20.2,20.3,31,76,39,2,0
1/25/24 22:27,10:04:08,20.2,20.3,30,76,39,2,0
1/25/24 22:27,10:04:09,20.2,20.3,30,76,39,2,0
1/25/24 22:27,10:04:11,20.2,20.3,31,76,39,2,0
1/25/24 22:27,10:04:13,20.2,20.3,31,76,39,2,0
1/25/24 22:27,10:04:14,20.2,20.2,31,76,38,2,0
1/25/24 22:27,10:04:16,20.1,20.2,31,76,38,2,0
1/25/24 22:27,10:04:17,20.1,20.2,31,76,38,2,0
1/25/24 22:27,10:04:21,20.1,20.2,31,76,38,2,0
1/25/24 22:27,10:04:22,20.1,20.2,31,75,38,2,0
1/25/24 22:27,10:04:23,20.1,20.2,31,75,38,2,0
1/25/24 22:27,10:04:24,20.1,20.2,31,75,38,2,0
1/25/24 22:27,10:04:25,20.1,20.2,31,75,38,2,0
1/25/24 22:27,10:04:26,20.1,20.1,31,75,37,2,0
1/25/24 22:27,10:04:27,20.1,20.1,31,75,37,2,0
1/25/24 22:27,10:04:28,20,20.1,31,76,37,2,0
1/25/24 22:27,10:04:29,20,20.1,31,75,37,2,0
1/25/24 22:27,10:04:30,20,20.1,31,75,37,2,0
1/25/24 22:28,10:04:33,20,20.1,31,75,37,2,0
1/25/24 22:28,10:04:34,20,20.1,32,75,37,2,0
1/25/24 22:28,10:04:35,20,20.1,31,75,37,2,0
1/25/24 22:28,10:04:36,20,20,32,75,37,2,0
1/25/24 22:28,10:04:37,20,20.1,31,75,37,2,0
1/25/24 22:28,10:04:38,20,20,31,75,37,2,0
1/25/24 22:28,10:04:39,20,20,31,75,37,2,0
1/25/24 22:28,10:04:40,19.9,20,32,75,37,2,0
1/25/24 22:28,10:04:41,19.9,20,31,75,37,2,0
1/25/24 22:28,10:04:42,19.9,20,32,75,37,2,0
1/25/24 22:28,10:04:44,19.9,20,32,75,37,2,0
1/25/24 22:28,10:04:45,19.9,20,32,75,37,2,0
1/25/24 22:28,10:04:46,19.9,20,32,75,37,2,0
1/25/24 22:28,10:04:47,19.9,19.9,32,75,37,2,0
1/25/24 22:28,10:04:48,19.9,19.9,32,75,37,2,0
1/25/24 22:28,10:04:49,19.9,19.9,31,75,37,2,0
1/25/24 22:28,10:04:50,19.9,19.9,32,75,37,2,0
1/25/24 22:28,10:04:51,19.8,19.9,32,75,37,2,0
1/25/24 22:28,10:04:52,19.8,19.9,32,75,37,2,0
1/25/24 22:28,10:04:54,19.8,19.9,32,75,37,2,0
1/25/24 22:28,10:04:55,19.8,19.9,32,75,36,2,0
1/25/24 22:28,10:04:56,19.8,19.9,32,75,36,2,0
1/25/24 22:28,10:04:57,19.8,19.9,32,75,36,2,0
1/25/24 22:28,10:04:59,19.8,19.9,32,75,36,2,0
1/25/24 22:28,10:05:00,19.8,19.8,32,75,36,2,0
1/25/24 22:28,10:05:01,19.8,19.8,32,75,36,2,0
1/25/24 22:28,10:05:02,19.8,19.8,31,75,36,2,0
1/25/24 22:28,10:05:03,19.7,19.8,32,75,36,2,0
1/25/24 22:28,10:05:04,19.7,19.8,32,74,36,2,0
1/25/24 22:28,10:05:05,19.7,19.8,31,74,36,2,0
1/25/24 22:28,10:05:06,19.7,19.8,32,74,36,2,0
1/25/24 22:28,10:05:07,19.7,19.8,32,74,36,2,0
1/25/24 22:28,10:05:08,19.7,19.8,32,74,35,2,0
1/25/24 22:28,10:05:10,19.7,19.8,32,74,35,2,0
1/25/24 22:28,10:05:11,19.7,19.8,32,74,35,2,0
1/25/24 22:28,10:05:12,19.7,19.7,32,74,35,2,0
1/25/24 22:28,10:05:13,19.7,19.7,32,74,35,2,0
1/25/24 22:28,10:05:15,19.6,19.7,32,74,35,2,0
1/25/24 22:28,10:05:18,19.6,19.7,32,74,35,2,0
1/25/24 22:28,10:05:21,19.6,19.7,32,74,35,2,0
1/25/24 22:28,10:05:22,19.6,19.7,32,73,35,2,0
1/25/24 22:28,10:05:23,19.6,19.7,32,73,35,2,0
1/25/24 22:28,10:05:24,19.6,19.7,32,73,35,2,0
1/25/24 22:28,10:05:25,19.6,19.6,32,73,35,2,0
1/25/24 22:28,10:05:26,19.6,19.6,32,73,35,2,0
1/25/24 22:28,10:05:28,19.5,19.6,32,73,35,2,0
1/25/24 22:29,10:05:35,19.5,19.6,32,73,35,2,0
1/25/24 22:29,10:05:36,19.5,19.5,32,73,35,2,0
1/25/24 22:29,10:05:37,19.5,19.5,32,73,35,2,0
1/25/24 22:29,10:05:38,19.5,19.5,32,73,35,2,0
1/25/24 22:29,10:05:39,19.5,19.5,32,73,35,2,0
1/25/24 22:29,10:05:40,19.4,19.5,32,73,35,2,0
1/25/24 22:29,10:05:41,19.4,19.5,32,73,35,2,0
1/25/24 22:29,10:05:42,19.4,19.5,32,73,34,2,0
1/25/24 22:29,10:05:43,19.4,19.5,32,73,34,2,0
1/25/24 22:29,10:05:44,19.4,19.5,33,73,34,2,0
1/25/24 22:29,10:05:45,19.4,19.5,32,73,34,2,0
1/25/24 22:29,10:05:46,19.4,19.5,32,73,34,2,0
