Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Mona,,,,,,,
Project,"MA-Polyvinylpyrrolidone-1,2,dichloroethane-Chlorobenzene-Nitrobenzene-n-Butyl Acetate",,,,,,,
Reactor1,"15.14 mg/ml Polyvinylpyrrolidone in 1,2,dichloroethane",2-dichloroethane,,,,,,
Reactor2,15.18 mg/ml Polyvinylpyrrolidone in Chlorobenzene,,,,,,,
Reactor3,14.8 mg/ml Polyvinylpyrrolidone in Nitrobenzene,,,,,,,
Reactor4,15.16 mg/ml Polyvinylpyrrolidone in n-Butyl Acetate,,,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,Polyvinylpyrrolidone:32,,,,,,,
solvent_ids,"1,2,dichloroethane:37",Chlorobenzene:10,Nitrobenzene:9,n-Butyl Acetate:40,,,,
Start of Experiment,1/25/24 12:23,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,C,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,16, sec,,,,
Tune,,,,,,,,
1/25/24 12:28,0:05:26,20.5,20.3,100,95,100,12,0
1/25/24 12:28,0:05:27,20.5,20.3,100,89,100,12,0
1/25/24 12:28,0:05:28,20.5,20.3,100,81,100,12,0
1/25/24 12:28,0:05:29,20.5,20.3,100,89,100,12,0
1/25/24 12:28,0:05:30,20.5,20.4,100,85,100,12,0
1/25/24 12:28,0:05:31,20.5,20.4,100,88,100,12,0
1/25/24 12:28,0:05:32,20.5,20.4,100,82,100,12,0
1/25/24 12:29,0:05:33,20.5,20.4,100,84,100,9,0
1/25/24 12:29,0:05:34,20.5,20.4,100,89,100,12,0
1/25/24 12:29,0:05:35,20.5,20.4,100,84,100,12,0
1/25/24 12:29,0:05:36,20.5,20.4,100,83,100,11,0
1/25/24 12:29,0:05:37,20.5,20.4,100,87,100,12,0
1/25/24 12:29,0:05:38,20.6,20.4,100,84,100,12,0
1/25/24 12:29,0:05:39,20.6,20.4,100,93,100,11,0
1/25/24 12:29,0:05:40,20.6,20.4,100,97,100,11,0
1/25/24 12:29,0:05:41,20.6,20.4,100,89,100,11,0
1/25/24 12:29,0:05:42,20.6,20.5,100,99,100,11,0
1/25/24 12:29,0:05:44,20.6,20.5,100,100,100,11,0
1/25/24 12:29,0:05:45,20.6,20.5,100,96,100,11,0
1/25/24 12:29,0:05:46,20.6,20.5,100,100,100,11,0
1/25/24 12:29,0:05:47,20.6,20.5,100,100,100,12,0
1/25/24 12:29,0:05:48,20.6,20.5,100,100,100,11,0
1/25/24 12:29,0:05:49,20.6,20.5,100,100,100,11,0
1/25/24 12:29,0:05:50,20.6,20.5,100,100,100,12,0
1/25/24 12:29,0:05:51,20.7,20.5,100,100,100,11,0
1/25/24 12:29,0:05:52,20.7,20.5,100,99,100,11,0
1/25/24 12:29,0:05:53,20.7,20.5,100,100,100,12,0
1/25/24 12:29,0:05:54,20.7,20.5,100,100,100,11,0
1/25/24 12:29,0:05:55,20.7,20.5,100,100,100,12,0
1/25/24 12:29,0:05:56,20.7,20.6,100,99,100,11,0
1/25/24 12:29,0:05:57,20.7,20.6,100,96,100,12,0
1/25/24 12:29,0:05:58,20.7,20.6,100,96,100,11,0
1/25/24 12:29,0:05:59,20.7,20.6,100,100,100,11,0
1/25/24 12:29,0:06:00,20.7,20.6,100,95,100,11,0
1/25/24 12:29,0:06:01,20.7,20.6,100,99,100,11,0
1/25/24 12:29,0:06:02,20.8,20.6,100,99,100,11,0
1/25/24 12:29,0:06:03,20.8,20.6,100,99,100,11,0
1/25/24 12:29,0:06:04,20.8,20.6,100,99,100,11,0
1/25/24 12:29,0:06:05,20.8,20.6,100,95,100,11,0
1/25/24 12:29,0:06:06,20.8,20.7,100,97,100,11,0
1/25/24 12:29,0:06:07,20.8,20.7,100,97,100,11,0
1/25/24 12:29,0:06:08,20.8,20.7,100,94,100,11,0
1/25/24 12:29,0:06:09,20.8,20.7,100,99,100,11,0
1/25/24 12:29,0:06:10,20.8,20.7,100,97,100,11,0
1/25/24 12:29,0:06:11,20.8,20.7,100,97,100,11,0
1/25/24 12:29,0:06:12,20.8,20.7,100,94,100,10,0
1/25/24 12:29,0:06:13,20.8,20.7,100,97,100,10,0
1/25/24 12:29,0:06:14,20.9,20.7,100,96,100,11,0
1/25/24 12:29,0:06:15,20.9,20.7,100,95,100,11,0
1/25/24 12:29,0:06:16,20.9,20.7,100,97,100,11,0
1/25/24 12:29,0:06:17,20.9,20.7,100,97,100,11,0
1/25/24 12:29,0:06:18,20.9,20.8,100,98,100,10,0
1/25/24 12:29,0:06:19,20.9,20.8,100,94,100,11,0
1/25/24 12:29,0:06:20,20.9,20.8,100,94,100,11,0
1/25/24 12:29,0:06:21,20.9,20.8,100,96,100,11,0
1/25/24 12:29,0:06:22,20.9,20.8,100,93,100,11,0
1/25/24 12:29,0:06:23,20.9,20.8,100,97,100,11,0
1/25/24 12:29,0:06:24,20.9,20.8,100,96,100,11,0
1/25/24 12:29,0:06:25,20.9,20.8,100,97,100,11,0
1/25/24 12:29,0:06:26,21,20.8,100,96,100,11,0
1/25/24 12:29,0:06:27,21,20.8,100,97,100,10,0
1/25/24 12:29,0:06:28,21,20.8,100,96,100,11,0
1/25/24 12:29,0:06:29,21,20.8,100,93,100,9,0
1/25/24 12:29,0:06:30,21,20.9,100,96,100,11,0
1/25/24 12:29,0:06:31,21,20.9,100,97,100,10,0
1/25/24 12:29,0:06:32,21,20.9,100,95,100,11,0
1/25/24 12:30,0:06:33,21,20.9,100,95,100,9,0
1/25/24 12:30,0:06:34,21,20.9,100,96,100,11,0
1/25/24 12:30,0:06:35,21,20.9,100,95,100,10,0
1/25/24 12:30,0:06:36,21,20.9,100,92,100,10,0
1/25/24 12:30,0:06:37,21,20.9,100,92,100,11,0
1/25/24 12:30,0:06:38,21.1,20.9,100,96,100,10,0
1/25/24 12:30,0:06:39,21.1,20.9,100,93,100,11,0
1/25/24 12:30,0:06:40,21.1,20.9,100,95,100,11,0
1/25/24 12:30,0:06:41,21.1,20.9,100,96,100,11,0
1/25/24 12:30,0:06:42,21.1,21,100,95,100,9,0
1/25/24 12:30,0:06:43,21.1,21,100,94,100,11,0
1/25/24 12:30,0:06:44,21.1,21,100,96,100,10,0
1/25/24 12:30,0:06:45,21.1,21,100,96,100,11,0
1/25/24 12:30,0:06:46,21.1,21,100,94,100,11,0
1/25/24 12:30,0:06:47,21.1,21,100,96,100,11,0
1/25/24 12:30,0:06:48,21.1,21,100,96,100,11,0
1/25/24 12:30,0:06:49,21.1,21,100,95,100,11,0
1/25/24 12:30,0:06:50,21.2,21,100,93,100,11,0
1/25/24 12:30,0:06:51,21.2,21,100,95,100,11,0
1/25/24 12:30,0:06:53,21.2,21,100,95,100,10,0
1/25/24 12:30,0:06:54,21.2,21.1,100,90,100,10,0
1/25/24 12:30,0:06:55,21.2,21.1,100,93,100,11,0
1/25/24 12:30,0:06:56,21.2,21.1,100,92,100,10,0
1/25/24 12:30,0:06:57,21.2,21.1,100,92,100,11,0
1/25/24 12:30,0:06:58,21.2,21.1,100,92,100,10,0
1/25/24 12:30,0:06:59,21.2,21.1,100,89,100,10,0
1/25/24 12:30,0:07:00,21.2,21.1,100,87,100,11,0
1/25/24 12:30,0:07:01,21.2,21.1,100,87,100,11,0
1/25/24 12:30,0:07:02,21.3,21.1,100,87,100,11,0
1/25/24 12:30,0:07:03,21.3,21.1,100,85,100,10,0
1/25/24 12:30,0:07:04,21.3,21.1,100,89,100,10,0
1/25/24 12:30,0:07:05,21.3,21.2,100,85,100,10,0
1/25/24 12:30,0:07:06,21.3,21.2,100,86,100,10,0
1/25/24 12:30,0:07:07,21.3,21.2,100,87,100,11,0
1/25/24 12:30,0:07:08,21.3,21.2,100,85,100,11,0
1/25/24 12:30,0:07:09,21.3,21.2,100,80,100,10,0
1/25/24 12:30,0:07:10,21.3,21.2,100,84,100,10,0
1/25/24 12:30,0:07:11,21.3,21.2,100,84,100,10,0
1/25/24 12:30,0:07:12,21.3,21.2,100,92,100,11,0
1/25/24 12:30,0:07:13,21.3,21.2,100,94,100,9,0
1/25/24 12:30,0:07:14,21.4,21.2,100,93,100,9,0
1/25/24 12:30,0:07:15,21.4,21.2,100,95,100,11,0
1/25/24 12:30,0:07:16,21.4,21.2,100,95,100,11,0
1/25/24 12:30,0:07:17,21.4,21.3,99,94,100,11,0
1/25/24 12:30,0:07:18,21.4,21.3,100,96,100,11,0
1/25/24 12:30,0:07:19,21.4,21.3,100,95,100,11,0
1/25/24 12:30,0:07:20,21.4,21.3,100,94,100,10,0
1/25/24 12:30,0:07:21,21.4,21.3,100,94,100,10,0
1/25/24 12:30,0:07:22,21.4,21.3,99,94,100,9,0
1/25/24 12:30,0:07:23,21.4,21.3,100,93,100,10,0
1/25/24 12:30,0:07:24,21.4,21.3,100,95,100,10,0
1/25/24 12:30,0:07:25,21.4,21.3,100,92,100,11,0
1/25/24 12:30,0:07:26,21.5,21.4,100,92,100,10,0
1/25/24 12:30,0:07:27,21.5,21.3,100,92,100,10,0
1/25/24 12:30,0:07:28,21.5,21.3,100,92,100,10,0
1/25/24 12:30,0:07:29,21.5,21.4,100,91,100,10,0
1/25/24 12:30,0:07:30,21.5,21.4,92,90,100,11,0
1/25/24 12:30,0:07:31,21.5,21.4,100,89,100,10,0
1/25/24 12:30,0:07:32,21.5,21.4,100,83,100,11,0
1/25/24 12:31,0:07:33,21.5,21.4,100,86,100,10,0
1/25/24 12:31,0:07:34,21.5,21.4,100,87,100,10,0
1/25/24 12:31,0:07:35,21.5,21.4,100,83,100,11,0
1/25/24 12:31,0:07:36,21.5,21.4,100,87,100,10,0
1/25/24 12:31,0:07:37,21.5,21.4,100,87,100,9,0
1/25/24 12:31,0:07:38,21.6,21.4,100,84,100,10,0
1/25/24 12:31,0:07:39,21.6,21.4,100,82,100,10,0
1/25/24 12:31,0:07:40,21.6,21.4,100,81,100,9,0
1/25/24 12:31,0:07:41,21.6,21.5,100,82,100,10,0
1/25/24 12:31,0:07:42,21.6,21.5,97,82,100,10,0
1/25/24 12:31,0:07:43,21.6,21.5,100,84,100,11,0
1/25/24 12:31,0:07:44,21.6,21.5,100,75,100,10,0
1/25/24 12:31,0:07:45,21.6,21.5,100,80,100,11,0
1/25/24 12:31,0:07:46,21.6,21.5,95,80,100,11,0
1/25/24 12:31,0:07:47,21.6,21.5,98,79,100,11,0
1/25/24 12:31,0:07:48,21.6,21.5,90,81,100,10,0
1/25/24 12:31,0:07:49,21.6,21.5,97,82,100,10,0
1/25/24 12:31,0:07:50,21.7,21.5,94,82,100,10,0
1/25/24 12:31,0:07:51,21.7,21.6,92,82,100,9,0
1/25/24 12:31,0:07:52,21.7,21.6,93,82,100,9,0
1/25/24 12:31,0:07:53,21.7,21.6,93,75,100,9,0
1/25/24 12:31,0:07:54,21.7,21.6,92,75,100,10,0
1/25/24 12:31,0:07:55,21.7,21.6,93,78,100,10,0
1/25/24 12:31,0:07:56,21.7,21.6,94,89,100,11,0
1/25/24 12:31,0:07:57,21.7,21.6,95,86,100,9,0
1/25/24 12:31,0:07:58,21.7,21.6,93,94,100,10,0
1/25/24 12:31,0:07:59,21.7,21.6,93,74,100,11,0
1/25/24 12:31,0:08:00,21.7,21.6,93,68,100,11,0
1/25/24 12:31,0:08:01,21.7,21.6,93,75,100,9,0
1/25/24 12:31,0:08:03,21.8,21.6,93,89,100,10,0
1/25/24 12:31,0:08:04,21.8,21.7,93,80,100,10,0
1/25/24 12:31,0:08:05,21.8,21.7,92,72,100,10,0
1/25/24 12:31,0:08:06,21.8,21.7,88,85,100,10,0
1/25/24 12:31,0:08:07,21.8,21.7,90,87,100,9,0
1/25/24 12:31,0:08:08,21.8,21.7,90,94,100,10,0
1/25/24 12:31,0:08:09,21.8,21.7,89,95,100,11,0
1/25/24 12:31,0:08:10,21.8,21.7,89,96,100,9,0
1/25/24 12:31,0:08:11,21.8,21.7,89,94,100,10,0
1/25/24 12:31,0:08:12,21.8,21.7,89,94,100,9,0
1/25/24 12:31,0:08:13,21.8,21.7,87,96,100,10,0
1/25/24 12:31,0:08:14,21.9,21.7,86,95,100,10,0
1/25/24 12:31,0:08:15,21.9,21.7,89,94,100,10,0
1/25/24 12:31,0:08:16,21.9,21.8,82,94,100,9,0
1/25/24 12:31,0:08:17,21.9,21.8,88,90,100,9,0
1/25/24 12:31,0:08:18,21.9,21.8,85,93,100,10,0
1/25/24 12:31,0:08:19,21.9,21.8,87,90,100,11,0
1/25/24 12:31,0:08:20,21.9,21.8,86,92,100,10,0
1/25/24 12:31,0:08:21,21.9,21.8,85,91,100,11,0
1/25/24 12:31,0:08:22,21.9,21.8,85,89,100,11,0
1/25/24 12:31,0:08:23,21.9,21.8,85,89,100,10,0
1/25/24 12:31,0:08:24,21.9,21.8,85,87,100,10,0
1/25/24 12:31,0:08:25,21.9,21.8,86,89,100,9,0
1/25/24 12:31,0:08:26,22,21.8,85,89,100,10,0
1/25/24 12:31,0:08:27,22,21.8,85,87,100,10,0
1/25/24 12:31,0:08:28,22,21.9,84,87,100,11,0
1/25/24 12:31,0:08:29,22,21.9,84,88,100,9,0
1/25/24 12:31,0:08:30,22,21.9,84,87,100,11,0
1/25/24 12:31,0:08:31,22,21.9,82,83,100,10,0
1/25/24 12:31,0:08:32,22,21.9,82,82,100,10,0
1/25/24 12:32,0:08:33,22,21.9,82,80,100,11,0
1/25/24 12:32,0:08:34,22,21.9,82,80,100,9,0
1/25/24 12:32,0:08:35,22,21.9,82,85,100,10,0
1/25/24 12:32,0:08:36,22,21.9,81,84,100,9,0
1/25/24 12:32,0:08:37,22,21.9,81,94,100,10,0
1/25/24 12:32,0:08:38,22.1,21.9,81,93,100,10,0
1/25/24 12:32,0:08:39,22.1,22,80,95,100,11,0
1/25/24 12:32,0:08:40,22.1,22,79,94,100,11,0
1/25/24 12:32,0:08:41,22.1,22,80,95,100,10,0
1/25/24 12:32,0:08:42,22.1,22,81,94,100,9,0
1/25/24 12:32,0:08:43,22.1,22,80,95,100,9,0
1/25/24 12:32,0:08:44,22.1,22,79,92,100,10,0
1/25/24 12:32,0:08:45,22.1,22,80,94,100,9,0
1/25/24 12:32,0:08:46,22.1,22,79,95,100,9,0
1/25/24 12:32,0:08:47,22.1,22,78,94,100,10,0
1/25/24 12:32,0:08:48,22.1,22,77,93,100,9,0
1/25/24 12:32,0:08:49,22.1,22,77,94,100,9,0
1/25/24 12:32,0:08:50,22.2,22,77,93,100,9,0
1/25/24 12:32,0:08:51,22.2,22,77,94,100,9,0
1/25/24 12:32,0:08:52,22.2,22.1,77,94,100,10,0
1/25/24 12:32,0:08:53,22.2,22.1,76,94,100,9,0
1/25/24 12:32,0:08:54,22.2,22.1,77,94,100,10,0
1/25/24 12:32,0:08:55,22.2,22.1,76,94,100,10,0
1/25/24 12:32,0:08:56,22.2,22.1,75,94,100,9,0
1/25/24 12:32,0:08:57,22.2,22.1,75,94,100,9,0
1/25/24 12:32,0:08:58,22.2,22.1,72,91,100,10,0
1/25/24 12:32,0:08:59,22.2,22.1,75,92,100,10,0
1/25/24 12:32,0:09:00,22.2,22.1,73,94,100,10,0
1/25/24 12:32,0:09:01,22.2,22.1,72,92,100,10,0
1/25/24 12:32,0:09:02,22.3,22.2,70,93,100,9,0
1/25/24 12:32,0:09:03,22.3,22.2,71,94,100,10,0
1/25/24 12:32,0:09:04,22.3,22.2,69,93,100,10,0
1/25/24 12:32,0:09:05,22.3,22.2,69,94,100,10,0
1/25/24 12:32,0:09:06,22.3,22.2,69,94,100,9,0
1/25/24 12:32,0:09:07,22.3,22.2,67,93,100,9,0
1/25/24 12:32,0:09:08,22.3,22.2,67,94,100,9,0
1/25/24 12:32,0:09:09,22.3,22.2,67,94,100,10,0
1/25/24 12:32,0:09:10,22.3,22.2,66,93,100,10,0
1/25/24 12:32,0:09:11,22.3,22.3,66,93,100,9,0
1/25/24 12:32,0:09:12,22.3,22.3,65,92,100,9,0
1/25/24 12:32,0:09:13,22.3,22.3,65,93,100,9,0
1/25/24 12:32,0:09:14,22.4,22.3,64,92,100,10,0
1/25/24 12:32,0:09:15,22.4,22.3,65,93,100,9,0
1/25/24 12:32,0:09:16,22.4,22.3,65,93,100,9,0
1/25/24 12:32,0:09:18,22.4,22.3,64,93,100,9,0
1/25/24 12:32,0:09:19,22.4,22.3,64,92,100,9,0
1/25/24 12:32,0:09:20,22.4,22.3,63,93,100,10,0
1/25/24 12:32,0:09:21,22.4,22.3,64,92,100,10,0
1/25/24 12:32,0:09:22,22.4,22.3,64,92,100,9,0
1/25/24 12:32,0:09:23,22.4,22.4,64,93,100,9,0
1/25/24 12:32,0:09:24,22.4,22.4,64,93,100,9,0
1/25/24 12:32,0:09:25,22.4,22.4,63,91,100,9,0
1/25/24 12:32,0:09:26,22.5,22.4,63,93,100,9,0
1/25/24 12:32,0:09:27,22.5,22.4,64,92,100,9,0
1/25/24 12:32,0:09:28,22.5,22.4,63,92,100,10,0
1/25/24 12:32,0:09:29,22.5,22.4,64,93,100,9,0
1/25/24 12:32,0:09:30,22.5,22.4,62,92,100,10,0
1/25/24 12:32,0:09:31,22.5,22.4,63,92,100,9,0
1/25/24 12:32,0:09:32,22.5,22.4,63,92,100,10,0
1/25/24 12:33,0:09:33,22.5,22.4,63,93,100,9,0
1/25/24 12:33,0:09:34,22.5,22.4,63,92,100,10,0
1/25/24 12:33,0:09:35,22.5,22.5,63,93,100,9,0
1/25/24 12:33,0:09:36,22.5,22.5,62,92,100,9,0
1/25/24 12:33,0:09:37,22.5,22.5,63,90,100,9,0
1/25/24 12:33,0:09:38,22.6,22.5,62,92,100,10,0
1/25/24 12:33,0:09:39,22.6,22.5,62,94,100,10,0
1/25/24 12:33,0:09:40,22.6,22.5,62,92,100,9,0
1/25/24 12:33,0:09:41,22.6,22.5,63,92,100,9,0
1/25/24 12:33,0:09:42,22.6,22.5,61,92,100,10,0
1/25/24 12:33,0:09:43,22.6,22.5,62,92,100,9,0
1/25/24 12:33,0:09:44,22.6,22.5,62,92,100,10,0
1/25/24 12:33,0:09:45,22.6,22.5,61,93,100,9,0
1/25/24 12:33,0:09:46,22.6,22.5,61,92,100,10,0
1/25/24 12:33,0:09:47,22.6,22.6,60,92,100,11,0
1/25/24 12:33,0:09:48,22.6,22.6,61,93,100,10,0
1/25/24 12:33,0:09:49,22.6,22.6,61,93,100,9,0
1/25/24 12:33,0:09:50,22.7,22.6,60,92,100,9,0
1/25/24 12:33,0:09:51,22.7,22.6,60,93,100,10,0
1/25/24 12:33,0:09:52,22.7,22.6,61,93,100,10,0
1/25/24 12:33,0:09:53,22.7,22.6,60,92,100,10,0
1/25/24 12:33,0:09:54,22.7,22.6,61,93,100,9,0
1/25/24 12:33,0:09:55,22.7,22.6,61,93,100,9,0
1/25/24 12:33,0:09:56,22.7,22.6,61,92,100,9,0
1/25/24 12:33,0:09:57,22.7,22.6,60,92,100,9,0
1/25/24 12:33,0:09:58,22.7,22.6,59,93,100,10,0
1/25/24 12:33,0:09:59,22.7,22.7,60,92,100,9,0
1/25/24 12:33,0:10:00,22.7,22.7,59,93,100,9,0
1/25/24 12:33,0:10:01,22.7,22.7,60,93,100,9,0
1/25/24 12:33,0:10:02,22.8,22.7,59,92,100,9,0
1/25/24 12:33,0:10:03,22.8,22.7,59,92,100,9,0
1/25/24 12:33,0:10:04,22.8,22.7,59,91,100,10,0
1/25/24 12:33,0:10:05,22.8,22.7,59,92,100,9,0
1/25/24 12:33,0:10:06,22.8,22.7,59,92,100,9,0
1/25/24 12:33,0:10:07,22.8,22.7,59,93,100,9,0
1/25/24 12:33,0:10:08,22.8,22.7,59,92,100,9,0
1/25/24 12:33,0:10:09,22.8,22.7,58,92,100,10,0
1/25/24 12:33,0:10:10,22.8,22.7,59,92,100,9,0
1/25/24 12:33,0:10:11,22.8,22.7,58,93,100,10,0
1/25/24 12:33,0:10:12,22.8,22.8,58,92,100,10,0
1/25/24 12:33,0:10:13,22.8,22.8,58,91,100,9,0
1/25/24 12:33,0:10:14,22.9,22.8,58,93,100,10,0
1/25/24 12:33,0:10:15,22.9,22.8,58,93,100,10,0
1/25/24 12:33,0:10:16,22.9,22.8,58,92,100,9,0
1/25/24 12:33,0:10:17,22.9,22.8,58,92,100,9,0
1/25/24 12:33,0:10:18,22.9,22.8,58,93,100,10,0
1/25/24 12:33,0:10:19,22.9,22.8,58,94,100,10,0
1/25/24 12:33,0:10:20,22.9,22.8,57,93,100,10,0
1/25/24 12:33,0:10:21,22.9,22.8,58,94,100,9,0
1/25/24 12:33,0:10:22,22.9,22.9,58,92,100,9,0
1/25/24 12:33,0:10:23,22.9,22.8,57,94,100,10,0
1/25/24 12:33,0:10:24,22.9,22.9,57,92,100,9,0
1/25/24 12:33,0:10:25,22.9,22.9,57,93,100,10,0
1/25/24 12:33,0:10:26,23,22.9,56,92,100,9,0
1/25/24 12:33,0:10:27,23,22.9,56,92,100,9,0
1/25/24 12:33,0:10:28,23,22.9,58,94,100,10,0
1/25/24 12:33,0:10:29,23,22.9,56,94,100,10,0
1/25/24 12:33,0:10:30,23,22.9,56,93,100,9,0
1/25/24 12:33,0:10:31,23,22.9,56,94,100,9,0
1/25/24 12:34,0:10:33,23,22.9,55,92,100,9,0
1/25/24 12:34,0:10:34,23,22.9,56,91,100,9,0
1/25/24 12:34,0:10:35,23,23,56,90,100,10,0
1/25/24 12:34,0:10:36,23,22.9,56,92,100,9,0
1/25/24 12:34,0:10:37,23,23,55,93,100,9,0
1/25/24 12:34,0:10:38,23.1,23,54,93,100,9,0
1/25/24 12:34,0:10:39,23.1,23,55,94,100,9,0
1/25/24 12:34,0:10:40,23.1,23,55,93,100,10,0
1/25/24 12:34,0:10:41,23.1,23,54,93,100,10,0
1/25/24 12:34,0:10:42,23.1,23,54,92,100,9,0
1/25/24 12:34,0:10:43,23.1,23,54,92,100,9,0
1/25/24 12:34,0:10:44,23.1,23,54,93,100,9,0
1/25/24 12:34,0:10:45,23.1,23,52,92,100,11,0
1/25/24 12:34,0:10:46,23.1,23,53,93,100,9,0
1/25/24 12:34,0:10:47,23.1,23,53,94,100,9,0
1/25/24 12:34,0:10:48,23.1,23.1,52,94,100,9,0
1/25/24 12:34,0:10:49,23.1,23.1,52,94,100,9,0
1/25/24 12:34,0:10:50,23.2,23.1,53,93,100,9,0
1/25/24 12:34,0:10:51,23.2,23.1,53,93,100,9,0
1/25/24 12:34,0:10:52,23.2,23.1,51,92,100,9,0
1/25/24 12:34,0:10:53,23.2,23.1,51,92,100,10,0
1/25/24 12:34,0:10:54,23.2,23.1,51,94,100,9,0
1/25/24 12:34,0:10:55,23.2,23.1,51,91,100,10,0
1/25/24 12:34,0:10:56,23.2,23.1,50,94,100,9,0
1/25/24 12:34,0:10:57,23.2,23.1,50,94,100,9,0
1/25/24 12:34,0:10:58,23.2,23.1,49,94,100,8,0
1/25/24 12:34,0:10:59,23.2,23.1,50,93,100,9,0
1/25/24 12:34,0:11:00,23.2,23.2,46,92,100,10,0
1/25/24 12:34,0:11:01,23.2,23.2,48,93,100,9,0
1/25/24 12:34,0:11:02,23.3,23.2,48,94,100,9,0
1/25/24 12:34,0:11:03,23.3,23.2,46,93,100,9,0
1/25/24 12:34,0:11:04,23.3,23.2,48,92,100,9,0
1/25/24 12:34,0:11:05,23.3,23.2,47,94,100,9,0
1/25/24 12:34,0:11:06,23.3,23.2,45,92,100,9,0
1/25/24 12:34,0:11:07,23.3,23.2,47,93,100,10,0
1/25/24 12:34,0:11:08,23.3,23.2,46,94,100,9,0
1/25/24 12:34,0:11:09,23.3,23.2,45,94,100,10,0
1/25/24 12:34,0:11:10,23.3,23.2,44,94,100,9,0
1/25/24 12:34,0:11:11,23.3,23.2,45,92,100,9,0
1/25/24 12:34,0:11:12,23.3,23.2,43,93,100,9,0
1/25/24 12:34,0:11:13,23.3,23.3,44,92,100,9,0
1/25/24 12:34,0:11:14,23.4,23.3,43,93,100,9,0
1/25/24 12:34,0:11:15,23.4,23.3,43,93,100,10,0
1/25/24 12:34,0:11:16,23.4,23.3,42,93,100,10,0
1/25/24 12:34,0:11:17,23.4,23.3,41,94,100,9,0
1/25/24 12:34,0:11:18,23.4,23.3,42,93,100,9,0
1/25/24 12:34,0:11:19,23.4,23.3,42,93,100,9,0
1/25/24 12:34,0:11:20,23.4,23.3,42,94,100,9,0
1/25/24 12:34,0:11:21,23.4,23.3,41,94,100,9,0
1/25/24 12:34,0:11:22,23.4,23.3,41,94,100,9,0
1/25/24 12:34,0:11:23,23.4,23.3,41,93,100,9,0
1/25/24 12:34,0:11:24,23.4,23.3,41,94,100,10,0
1/25/24 12:34,0:11:25,23.4,23.3,41,92,100,9,0
1/25/24 12:34,0:11:26,23.5,23.4,40,90,100,9,0
1/25/24 12:34,0:11:27,23.5,23.4,40,92,100,9,0
1/25/24 12:34,0:11:28,23.5,23.4,40,92,100,9,0
1/25/24 12:34,0:11:29,23.5,23.4,40,89,100,10,0
1/25/24 12:34,0:11:30,23.5,23.4,40,89,100,9,0
1/25/24 12:34,0:11:31,23.5,23.4,40,87,100,9,0
1/25/24 12:34,0:11:32,23.5,23.4,40,87,100,9,0
1/25/24 12:35,0:11:33,23.5,23.4,40,84,100,9,0
1/25/24 12:35,0:11:34,23.5,23.4,40,84,100,9,0
1/25/24 12:35,0:11:35,23.5,23.4,40,86,100,9,0
1/25/24 12:35,0:11:36,23.5,23.4,39,82,100,9,0
1/25/24 12:35,0:11:37,23.5,23.5,39,90,100,9,0
1/25/24 12:35,0:11:38,23.6,23.4,40,84,100,9,0
1/25/24 12:35,0:11:39,23.6,23.5,38,82,100,9,0
1/25/24 12:35,0:11:40,23.6,23.5,39,85,100,9,0
1/25/24 12:35,0:11:41,23.6,23.5,39,85,100,7,0
1/25/24 12:35,0:11:42,23.6,23.5,39,86,100,9,0
1/25/24 12:35,0:11:43,23.6,23.5,40,79,100,9,0
1/25/24 12:35,0:11:44,23.6,23.5,40,84,100,9,0
1/25/24 12:35,0:11:45,23.6,23.5,40,82,100,9,0
1/25/24 12:35,0:11:46,23.6,23.5,40,80,100,9,0
1/25/24 12:35,0:11:47,23.6,23.5,39,81,100,9,0
1/25/24 12:35,0:11:48,23.6,23.5,39,74,100,9,0
1/25/24 12:35,0:11:49,23.7,23.5,39,79,100,9,0
1/25/24 12:35,0:11:51,23.7,23.5,40,79,100,9,0
1/25/24 12:35,0:11:52,23.7,23.5,39,77,100,9,0
1/25/24 12:35,0:11:53,23.7,23.5,39,72,100,9,0
1/25/24 12:35,0:11:54,23.7,23.6,39,79,100,9,0
1/25/24 12:35,0:11:55,23.7,23.6,40,78,100,9,0
1/25/24 12:35,0:11:56,23.7,23.6,40,84,100,9,0
1/25/24 12:35,0:11:57,23.7,23.6,40,83,100,9,0
1/25/24 12:35,0:11:58,23.7,23.6,40,75,100,9,0
1/25/24 12:35,0:11:59,23.7,23.6,40,99,100,9,0
1/25/24 12:35,0:12:00,23.7,23.6,39,77,100,9,0
1/25/24 12:35,0:12:01,23.7,23.6,39,92,100,9,0
1/25/24 12:35,0:12:02,23.8,23.6,39,79,100,9,0
1/25/24 12:35,0:12:03,23.8,23.6,40,78,100,9,0
1/25/24 12:35,0:12:04,23.8,23.6,40,82,100,9,0
1/25/24 12:35,0:12:05,23.8,23.7,39,85,100,9,0
1/25/24 12:35,0:12:06,23.8,23.7,40,75,100,9,0
1/25/24 12:35,0:12:07,23.8,23.7,40,75,100,9,0
1/25/24 12:35,0:12:08,23.8,23.7,40,74,100,9,0
1/25/24 12:35,0:12:09,23.8,23.7,39,86,100,9,0
