Crystal16 Data Report File,Version: 1014,,,,,,,
,,,,,,,,
,,,,,,,,
Experiment details,,,,,,,,
ExperimentNumber,0,,,,,,,
Experimentor,Mona,,,,,,,
Project,MA-P4VP-1-Butanol-Acetone-Ethyl acetate-2,4,6-TrimethylPyridine,,,,,
Reactor1,15.17 mg/ml P4VP in 1-Butanol,,,,,,,
Reactor2,14.86 mg/ml P4VP in Acetone,,,,,,,
Reactor3,14.59 mg/ml P4VP in Ethyl acetate,,,,,,,
Reactor4,15.53 mg/ml P4VP in 2,4,6-TrimethylPyridine,,,,,
,,,,,,,,
Labjournal,,,,,,,,
,,,,,,,,
,,,,,,,,
Description,,,,,,,,
polymer_ids,P4VP:41,,,,,,,
solvent_ids,1-butanol:6,Acetone:16,Ethyl acetate:19,"2,4,6-TrimethylPyridine:44",,,,
Start of Experiment,9/28/23 12:05,,,,,,,
,,,,,,,,
Temperature Program,,,,,,,,
Block,B,,,,,,,
Heat to,20, at ,20, °C/min,,,,
Hold at,20, for ,13, sec,,,,
Tune,,,,,,,,
9/28/23 22:16,10:10:10,16.9,17,100,100,100,100,0
9/28/23 22:16,10:10:11,16.9,16.9,100,100,100,100,0
9/28/23 22:16,10:10:14,16.8,16.9,100,100,100,100,0
9/28/23 22:16,10:10:22,16.8,16.9,100,100,100,100,0
9/28/23 22:16,10:10:23,16.8,16.8,100,100,100,100,0
9/28/23 22:16,10:10:26,16.7,16.8,100,100,100,100,0
9/28/23 22:16,10:10:33,16.7,16.8,100,100,100,100,0
9/28/23 22:16,10:10:34,16.7,16.8,100,100,100,100,0
9/28/23 22:16,10:10:35,16.7,16.7,100,100,100,100,0
9/28/23 22:16,10:10:36,16.7,16.7,100,100,100,100,0
9/28/23 22:16,10:10:38,16.6,16.7,100,100,100,100,0
9/28/23 22:16,10:10:39,16.6,16.7,100,100,100,100,0
9/28/23 22:16,10:10:41,16.6,16.7,100,100,100,100,0
9/28/23 22:16,10:10:44,16.6,16.7,100,100,100,100,0
9/28/23 22:16,10:10:46,16.6,16.7,100,100,100,100,0
9/28/23 22:16,10:10:47,16.6,16.6,100,100,100,100,0
9/28/23 22:16,10:10:49,16.5,16.6,100,100,100,100,0
9/28/23 22:16,10:10:58,16.5,16.6,100,100,100,100,0
9/28/23 22:16,10:10:59,16.5,16.5,100,100,100,100,0
9/28/23 22:17,10:11:01,16.4,16.5,100,100,100,100,0
9/28/23 22:17,10:11:09,16.4,16.5,100,100,100,100,0
9/28/23 22:17,10:11:11,16.4,16.4,100,100,100,100,0
9/28/23 22:17,10:11:14,16.3,16.4,100,100,100,100,0
9/28/23 22:17,10:11:15,16.3,16.4,100,100,100,100,0
9/28/23 22:17,10:11:16,16.3,16.4,100,100,100,100,0
9/28/23 22:17,10:11:24,16.3,16.4,100,100,100,100,0
9/28/23 22:17,10:11:25,16.3,16.3,100,100,100,100,0
9/28/23 22:17,10:11:26,16.2,16.3,100,100,100,100,0
9/28/23 22:17,10:11:27,16.2,16.3,100,100,100,100,0
9/28/23 22:17,10:11:28,16.2,16.3,100,100,100,100,0
9/28/23 22:17,10:11:33,16.2,16.3,100,100,100,100,0
9/28/23 22:17,10:11:34,16.2,16.3,100,100,100,100,0
9/28/23 22:17,10:11:35,16.2,16.3,100,100,100,100,0
9/28/23 22:17,10:11:36,16.2,16.2,100,100,100,100,0
9/28/23 22:17,10:11:38,16.1,16.2,100,100,100,100,0
9/28/23 22:17,10:11:46,16.1,16.2,100,100,100,100,0
9/28/23 22:17,10:11:47,16.1,16.1,100,100,100,100,0
9/28/23 22:17,10:11:50,16,16.1,100,100,100,100,0
9/28/23 22:17,10:11:52,16,16.1,100,100,100,100,0
9/28/23 22:17,10:11:53,16,16.1,100,100,100,100,0
9/28/23 22:17,10:11:58,16,16.1,100,100,100,100,0
9/28/23 22:17,10:11:59,16,16,100,100,100,100,0
9/28/23 22:18,10:12:01,15.9,16,100,100,100,100,0
9/28/23 22:18,10:12:11,15.9,16,100,100,100,100,0
9/28/23 22:18,10:12:12,15.9,15.9,100,100,100,100,0
9/28/23 22:18,10:12:13,15.8,15.9,100,100,100,100,0
9/28/23 22:18,10:12:21,15.8,15.9,100,100,100,100,0
9/28/23 22:18,10:12:22,15.8,15.9,100,100,100,100,0
9/28/23 22:18,10:12:23,15.8,15.8,100,100,100,100,0
9/28/23 22:18,10:12:25,15.7,15.8,100,100,100,100,0
9/28/23 22:18,10:12:34,15.7,15.8,100,100,100,100,0
9/28/23 22:18,10:12:35,15.7,15.7,100,100,100,100,0
9/28/23 22:18,10:12:38,15.6,15.7,100,100,100,100,0
9/28/23 22:18,10:12:40,15.6,15.7,100,100,100,100,0
9/28/23 22:18,10:12:41,15.6,15.7,100,100,100,100,0
9/28/23 22:18,10:12:47,15.6,15.7,100,100,100,100,0
9/28/23 22:18,10:12:48,15.6,15.6,100,100,100,100,0
9/28/23 22:18,10:12:50,15.5,15.6,100,100,100,100,0
9/28/23 22:18,10:13:00,15.5,15.6,100,100,100,100,0
9/28/23 22:19,10:13:01,15.5,15.5,100,100,100,100,0
9/28/23 22:19,10:13:02,15.4,15.5,100,100,100,100,0
9/28/23 22:19,10:13:04,15.4,15.5,100,100,100,100,0
9/28/23 22:19,10:13:05,15.4,15.5,100,100,100,100,0
9/28/23 22:19,10:13:10,15.4,15.5,100,100,100,100,0
9/28/23 22:19,10:13:11,15.4,15.4,100,100,100,100,0
9/28/23 22:19,10:13:13,15.3,15.4,100,100,100,100,0
9/28/23 22:19,10:13:23,15.3,15.4,100,100,100,100,0
9/28/23 22:19,10:13:24,15.3,15.3,100,100,100,100,0
9/28/23 22:19,10:13:25,15.2,15.3,100,100,100,100,0
9/28/23 22:19,10:13:33,15.2,15.3,100,100,100,100,0
9/28/23 22:19,10:13:34,15.2,15.3,100,100,100,100,0
9/28/23 22:19,10:13:35,15.2,15.2,100,100,100,100,0
9/28/23 22:19,10:13:36,15.2,15.2,100,100,100,100,0
9/28/23 22:19,10:13:37,15.1,15.2,100,100,100,100,0
9/28/23 22:19,10:13:41,15.1,15.2,100,100,100,100,0
9/28/23 22:19,10:13:43,15.1,15.2,100,100,100,100,0
9/28/23 22:19,10:13:44,15.1,15.2,100,100,100,100,0
9/28/23 22:19,10:13:49,15.1,15.2,100,100,100,100,0
9/28/23 22:19,10:13:50,15,15.1,100,100,100,100,0
9/28/23 22:19,10:14:00,15,15.1,100,100,100,100,0
9/28/23 22:20,10:14:01,15,15,100,100,100,100,0
9/28/23 22:20,10:14:02,14.9,15,100,100,100,100,0
9/28/23 22:20,10:14:04,14.9,15,100,100,100,100,0
9/28/23 22:20,10:14:08,14.9,15,100,100,100,100,0
9/28/23 22:20,10:14:11,14.9,15,100,100,100,100,0
9/28/23 22:20,10:14:12,14.9,14.9,100,100,100,100,0
9/28/23 22:20,10:14:14,14.8,14.9,100,100,100,100,0
9/28/23 22:20,10:14:22,14.8,14.9,100,100,100,100,0
9/28/23 22:20,10:14:23,14.8,14.8,100,100,100,100,0
9/28/23 22:20,10:14:25,14.7,14.8,100,100,100,100,0
9/28/23 22:20,10:14:29,14.7,14.8,100,100,100,100,0
9/28/23 22:20,10:14:30,14.7,14.8,100,100,100,100,0
9/28/23 22:20,10:14:32,14.7,14.8,100,100,100,100,0
9/28/23 22:20,10:14:34,14.7,14.8,100,100,100,100,0
9/28/23 22:20,10:14:35,14.7,14.7,100,100,100,100,0
9/28/23 22:20,10:14:36,14.7,14.7,100,100,100,100,0
9/28/23 22:20,10:14:37,14.6,14.7,100,100,100,100,0
9/28/23 22:20,10:14:38,14.6,14.7,100,100,100,100,0
9/28/23 22:20,10:14:40,14.6,14.7,100,100,100,100,0
9/28/23 22:20,10:14:41,14.6,14.7,100,100,100,100,0
9/28/23 22:20,10:14:43,14.6,14.7,100,100,100,100,0
9/28/23 22:20,10:14:45,14.6,14.7,100,100,100,100,0
9/28/23 22:20,10:14:46,14.6,14.7,100,100,100,100,0
9/28/23 22:20,10:14:47,14.6,14.6,100,100,100,100,0
9/28/23 22:20,10:14:48,14.6,14.6,100,100,100,100,0
9/28/23 22:20,10:14:49,14.5,14.6,100,100,100,100,0
9/28/23 22:20,10:14:50,14.5,14.6,100,100,100,100,0
9/28/23 22:20,10:14:51,14.5,14.6,100,100,100,100,0
9/28/23 22:20,10:14:54,14.5,14.6,100,100,100,100,0
9/28/23 22:20,10:14:55,14.5,14.6,100,100,100,100,0
9/28/23 22:20,10:14:58,14.5,14.6,100,100,100,100,0
9/28/23 22:20,10:14:59,14.5,14.6,100,100,100,100,0
9/28/23 22:20,10:15:00,14.5,14.6,100,100,100,100,0
9/28/23 22:21,10:15:01,14.5,14.5,100,100,100,100,0
9/28/23 22:21,10:15:02,14.4,14.5,100,100,100,100,0
9/28/23 22:21,10:15:09,14.4,14.5,100,100,100,100,0
9/28/23 22:21,10:15:10,14.4,14.5,100,100,100,100,0
9/28/23 22:21,10:15:11,14.4,14.5,100,100,100,100,0
9/28/23 22:21,10:15:12,14.4,14.4,100,100,100,100,0
9/28/23 22:21,10:15:13,14.4,14.5,100,100,100,100,0
9/28/23 22:21,10:15:14,14.3,14.4,100,100,100,100,0
9/28/23 22:21,10:15:20,14.3,14.4,100,100,100,100,0
9/28/23 22:21,10:15:21,14.3,14.4,100,100,100,100,0
9/28/23 22:21,10:15:23,14.3,14.4,100,100,100,100,0
9/28/23 22:21,10:15:24,14.3,14.3,100,100,100,100,0
9/28/23 22:21,10:15:25,14.3,14.3,100,100,100,100,0
9/28/23 22:21,10:15:26,14.2,14.3,100,100,100,100,0
9/28/23 22:21,10:15:32,14.2,14.3,100,100,100,100,0
9/28/23 22:21,10:15:33,14.2,14.3,100,100,100,100,0
9/28/23 22:21,10:15:34,14.2,14.2,100,100,100,100,0
9/28/23 22:21,10:15:35,14.2,14.3,100,100,100,100,0
9/28/23 22:21,10:15:36,14.2,14.2,100,100,100,100,0
9/28/23 22:21,10:15:37,14.1,14.2,100,100,100,100,0
9/28/23 22:21,10:15:44,14.1,14.2,100,100,100,100,0
9/28/23 22:21,10:15:45,14.1,14.1,100,100,100,100,0
9/28/23 22:21,10:15:46,14.1,14.2,100,100,100,100,0
9/28/23 22:21,10:15:47,14.1,14.1,100,100,100,100,0
9/28/23 22:21,10:15:49,14,14.1,100,100,100,100,0
9/28/23 22:21,10:15:58,14,14.1,100,100,100,100,0
9/28/23 22:21,10:15:59,14,14,100,100,100,100,0
9/28/23 22:22,10:16:01,13.9,14,100,100,100,100,0
9/28/23 22:22,10:16:09,13.9,14,100,100,100,100,0
9/28/23 22:22,10:16:10,13.9,13.9,100,100,100,100,0
9/28/23 22:22,10:16:11,13.9,14,100,100,100,100,0
9/28/23 22:22,10:16:12,13.9,13.9,100,100,100,100,0
9/28/23 22:22,10:16:13,13.8,13.9,100,100,100,100,0
9/28/23 22:22,10:16:15,13.8,13.9,100,100,100,100,0
9/28/23 22:22,10:16:17,13.8,13.9,100,100,100,100,0
9/28/23 22:22,10:16:25,13.8,13.9,100,100,100,100,0
9/28/23 22:22,10:16:26,13.7,13.8,100,100,100,100,0
9/28/23 22:22,10:16:36,13.7,13.8,100,100,100,100,0
9/28/23 22:22,10:16:37,13.7,13.7,100,100,100,100,0
9/28/23 22:22,10:16:38,13.6,13.7,100,100,100,100,0
9/28/23 22:22,10:16:46,13.6,13.7,100,100,100,100,0
9/28/23 22:22,10:16:47,13.6,13.6,100,100,100,100,0
9/28/23 22:22,10:16:49,13.5,13.6,100,100,100,100,0
9/28/23 22:22,10:16:50,13.5,13.7,100,100,100,100,0
9/28/23 22:22,10:16:51,13.5,13.6,100,100,100,100,0
9/28/23 22:22,10:16:59,13.5,13.6,100,100,100,100,0
9/28/23 22:22,10:17:00,13.5,13.5,100,100,100,100,0
9/28/23 22:23,10:17:01,13.4,13.5,100,100,100,100,0
9/28/23 22:23,10:17:10,13.4,13.5,100,100,100,100,0
9/28/23 22:23,10:17:11,13.4,13.5,100,100,100,100,0
9/28/23 22:23,10:17:12,13.4,13.4,100,100,100,100,0
9/28/23 22:23,10:17:13,13.3,13.4,100,100,100,100,0
9/28/23 22:23,10:17:21,13.3,13.4,100,100,100,100,0
9/28/23 22:23,10:17:22,13.3,13.3,100,100,100,100,0
9/28/23 22:23,10:17:25,13.2,13.3,100,100,100,100,0
9/28/23 22:23,10:17:34,13.2,13.3,100,100,100,100,0
9/28/23 22:23,10:17:35,13.2,13.2,100,100,100,100,0
9/28/23 22:23,10:17:38,13.1,13.2,100,100,100,100,0
9/28/23 22:23,10:17:48,13.1,13.2,100,100,100,100,0
9/28/23 22:23,10:17:49,13.1,13.1,100,100,100,100,0
9/28/23 22:23,10:17:50,13,13.1,100,100,100,100,0
9/28/23 22:23,10:17:58,13,13.1,100,100,100,100,0
9/28/23 22:23,10:17:59,13,13,100,100,100,100,0
9/28/23 22:24,10:18:01,12.9,13,100,100,100,100,0
9/28/23 22:24,10:18:03,12.9,13,100,100,100,100,0
9/28/23 22:24,10:18:09,12.9,13,100,100,100,100,0
9/28/23 22:24,10:18:10,12.9,12.9,100,100,100,100,0
9/28/23 22:24,10:18:13,12.8,12.9,100,100,100,100,0
9/28/23 22:24,10:18:14,12.8,12.9,100,100,100,100,0
9/28/23 22:24,10:18:22,12.8,12.9,100,100,100,100,0
9/28/23 22:24,10:18:23,12.8,12.8,100,100,100,100,0
9/28/23 22:24,10:18:25,12.7,12.8,100,100,100,100,0
9/28/23 22:24,10:18:31,12.7,12.8,100,100,100,100,0
9/28/23 22:24,10:18:34,12.7,12.8,100,100,100,100,0
9/28/23 22:24,10:18:35,12.7,12.7,100,100,100,100,0
9/28/23 22:24,10:18:37,12.6,12.7,100,100,100,100,0
9/28/23 22:24,10:18:45,12.6,12.7,100,100,100,100,0
9/28/23 22:24,10:18:47,12.6,12.7,100,100,100,100,0
9/28/23 22:24,10:18:48,12.6,12.6,100,100,100,100,0
9/28/23 22:24,10:18:49,12.6,12.7,100,100,100,100,0
9/28/23 22:24,10:18:50,12.5,12.6,100,100,100,100,0
9/28/23 22:24,10:18:51,12.5,12.6,100,100,100,100,0
9/28/23 22:24,10:18:52,12.5,12.6,100,100,100,100,0
9/28/23 22:24,10:18:53,12.5,12.6,100,100,100,100,0
9/28/23 22:24,10:18:59,12.5,12.6,100,100,100,100,0
9/28/23 22:24,10:19:00,12.5,12.5,100,100,100,100,0
9/28/23 22:25,10:19:02,12.4,12.5,100,100,100,100,0
9/28/23 22:25,10:19:04,12.4,12.5,100,100,100,100,0
9/28/23 22:25,10:19:08,12.4,12.5,100,100,100,100,0
9/28/23 22:25,10:19:12,12.4,12.5,100,100,100,100,0
9/28/23 22:25,10:19:13,12.3,12.4,100,100,100,100,0
9/28/23 22:25,10:19:22,12.3,12.4,100,100,100,100,0
9/28/23 22:25,10:19:23,12.3,12.3,100,100,100,100,0
9/28/23 22:25,10:19:25,12.2,12.3,100,100,100,100,0
9/28/23 22:25,10:19:35,12.2,12.3,100,100,100,100,0
9/28/23 22:25,10:19:36,12.2,12.2,100,100,100,100,0
9/28/23 22:25,10:19:37,12.1,12.2,100,100,100,100,0
9/28/23 22:25,10:19:46,12.1,12.2,100,100,100,100,0
9/28/23 22:25,10:19:47,12.1,12.1,100,100,100,100,0
9/28/23 22:25,10:19:49,12,12.1,100,100,100,100,0
9/28/23 22:25,10:20:00,12,12.1,100,100,100,100,0
9/28/23 22:25,10:20:01,12,12,100,100,100,100,0
9/28/23 22:26,10:20:02,11.9,12,100,100,100,100,0
9/28/23 22:26,10:20:10,11.9,12,100,100,100,100,0
9/28/23 22:26,10:20:11,11.9,11.9,100,100,100,100,0
9/28/23 22:26,10:20:13,11.8,11.9,100,100,100,100,0
9/28/23 22:26,10:20:22,11.8,11.9,100,100,100,100,0
9/28/23 22:26,10:20:23,11.8,11.8,100,100,100,100,0
9/28/23 22:26,10:20:25,11.7,11.8,100,100,100,100,0
9/28/23 22:26,10:20:34,11.7,11.8,100,100,100,100,0
9/28/23 22:26,10:20:35,11.7,11.7,100,100,100,100,0
9/28/23 22:26,10:20:37,11.6,11.7,100,100,100,100,0
9/28/23 22:26,10:20:46,11.6,11.7,100,100,100,100,0
9/28/23 22:26,10:20:47,11.6,11.6,100,100,100,100,0
9/28/23 22:26,10:20:49,11.5,11.6,100,100,100,100,0
9/28/23 22:26,10:20:58,11.5,11.6,100,100,100,100,0
9/28/23 22:26,10:20:59,11.5,11.5,100,100,100,100,0
9/28/23 22:27,10:21:01,11.4,11.5,100,100,100,100,0
9/28/23 22:27,10:21:12,11.4,11.5,100,100,100,100,0
9/28/23 22:27,10:21:13,11.4,11.4,100,100,100,100,0
9/28/23 22:27,10:21:14,11.3,11.4,100,100,100,100,0
9/28/23 22:27,10:21:23,11.3,11.4,100,100,100,100,0
9/28/23 22:27,10:21:24,11.3,11.3,100,100,100,100,0
9/28/23 22:27,10:21:25,11.2,11.3,100,100,100,100,0
9/28/23 22:27,10:21:34,11.2,11.3,100,100,100,100,0
9/28/23 22:27,10:21:35,11.2,11.2,100,100,100,100,0
9/28/23 22:27,10:21:37,11.1,11.2,100,100,100,100,0
9/28/23 22:27,10:21:46,11.1,11.2,100,100,100,100,0
9/28/23 22:27,10:21:47,11.1,11.1,100,100,100,100,0
9/28/23 22:27,10:21:48,11.1,11.2,100,100,100,100,0
9/28/23 22:27,10:21:49,11,11.1,100,100,100,100,0
9/28/23 22:27,10:22:00,11,11.1,100,100,100,100,0
9/28/23 22:28,10:22:01,10.9,11,100,100,100,100,0
9/28/23 22:28,10:22:06,10.9,11,100,100,100,100,0
9/28/23 22:28,10:22:07,10.9,11,100,100,100,100,0
9/28/23 22:28,10:22:08,10.9,11,100,100,100,100,0
9/28/23 22:28,10:22:09,10.9,11,100,100,100,100,0
9/28/23 22:28,10:22:10,10.9,11,100,100,100,100,0
9/28/23 22:28,10:22:11,10.9,10.9,100,100,100,100,0
9/28/23 22:28,10:22:12,10.9,11,100,100,100,100,0
9/28/23 22:28,10:22:13,10.8,10.9,100,100,100,100,0
9/28/23 22:28,10:22:23,10.8,10.9,100,100,100,100,0
9/28/23 22:28,10:22:25,10.7,10.8,100,100,100,100,0
9/28/23 22:28,10:22:26,10.7,10.8,100,100,100,100,0
9/28/23 22:28,10:22:27,10.7,10.8,100,100,100,100,0
9/28/23 22:28,10:22:28,10.7,10.8,100,100,100,100,0
9/28/23 22:28,10:22:31,10.7,10.8,100,100,100,100,0
9/28/23 22:28,10:22:33,10.7,10.8,100,100,100,100,0
9/28/23 22:28,10:22:34,10.7,10.8,100,100,100,100,0
9/28/23 22:28,10:22:35,10.7,10.7,100,100,100,100,0
9/28/23 22:28,10:22:37,10.6,10.7,100,100,100,100,0
9/28/23 22:28,10:22:40,10.6,10.7,100,100,100,100,0
9/28/23 22:28,10:22:41,10.6,10.7,100,100,100,100,0
9/28/23 22:28,10:22:42,10.6,10.7,100,100,100,100,0
9/28/23 22:28,10:22:46,10.6,10.7,100,100,100,100,0
9/28/23 22:28,10:22:47,10.6,10.7,100,100,100,100,0
9/28/23 22:28,10:22:48,10.6,10.6,100,100,100,100,0
9/28/23 22:28,10:22:49,10.5,10.7,100,100,100,100,0
9/28/23 22:28,10:22:50,10.5,10.6,100,100,100,100,0
9/28/23 22:28,10:22:51,10.5,10.6,100,100,100,100,0
9/28/23 22:28,10:22:52,10.5,10.6,100,100,100,100,0
9/28/23 22:28,10:22:53,10.5,10.6,100,100,100,100,0
9/28/23 22:28,10:22:56,10.5,10.6,100,100,100,100,0
9/28/23 22:28,10:22:57,10.5,10.6,100,100,100,100,0
9/28/23 22:28,10:22:58,10.5,10.6,100,100,100,100,0
9/28/23 22:28,10:22:59,10.5,10.6,100,100,100,100,0
9/28/23 22:28,10:23:00,10.5,10.5,100,100,100,100,0
9/28/23 22:29,10:23:01,10.4,10.5,100,100,100,100,0
9/28/23 22:29,10:23:04,10.4,10.5,100,100,100,100,0
9/28/23 22:29,10:23:05,10.4,10.5,100,100,100,100,0
9/28/23 22:29,10:23:06,10.4,10.5,100,100,100,100,0
9/28/23 22:29,10:23:07,10.4,10.5,100,100,100,100,0
9/28/23 22:29,10:23:08,10.4,10.5,100,100,100,100,0
9/28/23 22:29,10:23:11,10.4,10.5,100,100,100,100,0
9/28/23 22:29,10:23:12,10.4,10.4,100,100,100,100,0
9/28/23 22:29,10:23:13,10.3,10.4,100,100,100,100,0
9/28/23 22:29,10:23:14,10.3,10.4,100,100,100,100,0
9/28/23 22:29,10:23:15,10.3,10.4,100,100,100,100,0
9/28/23 22:29,10:23:18,10.3,10.4,100,100,100,100,0
9/28/23 22:29,10:23:19,10.3,10.4,100,100,100,100,0
9/28/23 22:29,10:23:22,10.3,10.4,100,100,100,100,0
9/28/23 22:29,10:23:24,10.3,10.4,100,100,100,100,0
9/28/23 22:29,10:23:25,10.2,10.3,100,100,100,100,0
9/28/23 22:29,10:23:28,10.2,10.3,100,100,100,100,0
9/28/23 22:29,10:23:29,10.2,10.3,100,100,100,100,0
9/28/23 22:29,10:23:30,10.2,10.3,100,100,100,100,0
9/28/23 22:29,10:23:31,10.2,10.3,100,100,100,100,0
9/28/23 22:29,10:23:32,10.2,10.3,100,100,100,100,0
9/28/23 22:29,10:23:33,10.2,10.3,100,100,100,100,0
9/28/23 22:29,10:23:34,10.2,10.3,100,100,100,100,0
9/28/23 22:29,10:23:35,10.2,10.2,100,100,100,100,0
9/28/23 22:29,10:23:36,10.1,10.2,100,100,100,100,0
9/28/23 22:29,10:23:37,10.1,10.2,100,100,100,100,0
9/28/23 22:29,10:23:43,10.1,10.2,100,100,100,100,0
9/28/23 22:29,10:23:44,10.1,10.2,100,100,100,100,0
9/28/23 22:29,10:23:46,10.1,10.2,100,100,100,100,0
9/28/23 22:29,10:23:47,10.1,10.1,100,100,100,100,0
9/28/23 22:29,10:23:49,10,10.1,100,100,100,100,0
9/28/23 22:29,10:23:53,10,10.1,100,100,100,100,0
9/28/23 22:29,10:23:54,10,10.1,100,100,100,100,0
9/28/23 22:29,10:23:57,10,10.1,100,100,100,100,0
9/28/23 22:29,10:23:58,10,10.1,100,100,100,100,0
9/28/23 22:29,10:23:59,10,10.1,100,100,100,100,0
9/28/23 22:29,10:24:00,10,10,100,100,100,100,0
9/28/23 22:30,10:24:20,10,10,100,100,100,100,0
9/28/23 22:30,10:24:21,10,10,100,100,100,100,0
9/28/23 22:30,10:24:33,10,10,100,100,100,100,0
9/28/23 22:30,10:24:34,10,10,100,100,100,100,0
9/28/23 22:30,10:24:40,10,10,100,100,100,100,0
9/28/23 22:30,10:24:41,10,10,100,100,100,100,0
9/28/23 22:30,10:24:45,10,10,100,100,100,100,0
9/28/23 22:30,10:24:46,10,10,100,100,100,100,0
9/28/23 22:30,10:24:48,10,10,100,100,100,100,0
9/28/23 22:30,10:24:50,10,10,100,100,100,100,0
9/28/23 22:30,10:24:54,10,10,100,100,100,100,0
9/28/23 22:30,10:24:56,10,10,100,100,100,100,0
9/28/23 22:31,10:25:29,10,10,100,100,100,100,0
9/28/23 22:31,10:25:30,10,10,100,100,100,100,0
9/28/23 22:31,10:25:38,10,10,100,100,100,100,0
9/28/23 22:31,10:25:39,10,10,100,100,100,100,0
9/28/23 22:31,10:25:40,10,10,100,100,100,100,0
9/28/23 22:31,10:25:42,10,10,100,100,100,100,0
9/28/23 22:31,10:25:50,10,10,100,100,100,100,0
9/28/23 22:31,10:25:52,10,10,100,100,100,100,0
9/28/23 22:31,10:25:55,10,10,100,100,100,100,0
9/28/23 22:31,10:25:56,10,10,100,100,100,100,0
9/28/23 22:31,10:25:58,10,10,100,100,100,100,0
9/28/23 22:32,10:26:01,10,10,100,100,100,100,0
9/28/23 22:32,10:26:05,10,10,100,100,100,100,0
9/28/23 22:32,10:26:09,10,10,100,100,100,100,0
9/28/23 22:32,10:26:10,10,10,100,100,100,100,0
9/28/23 22:32,10:26:11,10,10,100,100,100,100,0
9/28/23 22:32,10:26:12,10,10,100,100,100,100,0
9/28/23 22:32,10:26:13,10,10,100,100,100,100,0
9/28/23 22:32,10:26:14,10,10,100,100,100,100,0
9/28/23 22:32,10:26:15,10,10,100,100,100,100,0
9/28/23 22:32,10:26:16,10,10,100,100,100,100,0
9/28/23 22:32,10:26:23,10,10,100,100,100,100,0
9/28/23 22:32,10:26:26,10,10,100,100,100,100,0
9/28/23 22:32,10:26:31,10,10,100,100,100,100,0
9/28/23 22:32,10:26:32,10,10,100,100,100,100,0
9/28/23 22:32,10:26:33,10,10,100,100,100,100,0
9/28/23 22:32,10:26:34,10,10,100,100,100,100,0
9/28/23 22:32,10:26:35,10,10,100,100,100,100,0
9/28/23 22:32,10:26:36,10,10,100,100,100,100,0
9/28/23 22:32,10:26:40,10,10,100,100,100,100,0
9/28/23 22:32,10:26:42,10,10,100,100,100,100,0
9/28/23 22:32,10:26:44,10,10,100,100,100,100,0
9/28/23 22:32,10:26:45,10,10,100,100,100,100,0
9/28/23 22:32,10:26:46,10,10,100,100,100,100,0
9/28/23 22:32,10:26:47,10,10,100,100,100,100,0
9/28/23 22:32,10:26:50,10,10,100,100,100,100,0
9/28/23 22:32,10:26:51,10,10,100,100,100,100,0
9/28/23 22:32,10:26:52,10,10,100,100,100,100,0
9/28/23 22:32,10:26:53,10,10,100,100,100,100,0
9/28/23 22:32,10:26:56,10,10,100,100,100,100,0
9/28/23 22:32,10:26:59,10,10,100,100,100,100,0
9/28/23 22:32,10:27:00,10,10,100,100,100,100,0
9/28/23 22:33,10:27:03,10,10,100,100,100,100,0
9/28/23 22:33,10:27:09,10,10,100,100,100,100,0
9/28/23 22:33,10:27:11,10,10,100,100,100,100,0
9/28/23 22:33,10:27:12,10,10,100,100,100,100,0
9/28/23 22:33,10:27:14,10,10,100,100,100,100,0
9/28/23 22:33,10:27:16,10,10,100,100,100,100,0
9/28/23 22:33,10:27:17,10,10,100,100,100,100,0
9/28/23 22:33,10:27:18,10,10,100,100,100,100,0
9/28/23 22:33,10:27:19,10,10,100,100,100,100,0
9/28/23 22:33,10:27:21,10,10,100,100,100,100,0
9/28/23 22:33,10:27:22,10,10,100,100,100,100,0
9/28/23 22:33,10:27:24,10,10,100,100,100,100,0
9/28/23 22:33,10:27:25,10,10,100,100,100,100,0
9/28/23 22:33,10:27:28,10,10,100,100,100,100,0
9/28/23 22:33,10:27:30,10,10,100,100,100,100,0
9/28/23 22:33,10:27:34,10,10,100,100,100,100,0
9/28/23 22:33,10:27:35,10,10,100,100,100,100,0
9/28/23 22:33,10:27:36,10,10,100,100,100,100,0
9/28/23 22:33,10:27:37,10,10,100,100,100,100,0
9/28/23 22:33,10:27:38,10,10,100,100,100,100,0
9/28/23 22:33,10:27:39,10,10,100,100,100,100,0
9/28/23 22:33,10:27:42,10,10,100,100,100,100,0
9/28/23 22:33,10:27:43,10,10,100,100,100,100,0
9/28/23 22:33,10:27:48,10,10,100,100,100,100,0
9/28/23 22:33,10:27:52,10,10,100,100,100,100,0
9/28/23 22:33,10:27:53,10,10,100,100,100,100,0
9/28/23 22:33,10:27:54,10,10,100,100,100,100,0
9/28/23 22:33,10:28:00,10,10,100,100,100,100,0
9/28/23 22:34,10:28:01,10,10,100,100,100,100,0
9/28/23 22:34,10:28:03,10,10,100,100,100,100,0
9/28/23 22:34,10:28:05,10,10,100,100,100,100,0
9/28/23 22:34,10:28:06,10,10,100,100,100,100,0
9/28/23 22:34,10:28:08,10,10,100,100,100,100,0
9/28/23 22:34,10:28:10,10,10,100,100,100,100,0
9/28/23 22:34,10:28:12,10,10,100,100,100,100,0
9/28/23 22:34,10:28:13,10,10,100,100,100,100,0
9/28/23 22:34,10:28:14,10,10,100,100,100,100,0
9/28/23 22:34,10:28:25,10,10,100,100,100,100,0
9/28/23 22:34,10:28:26,10,10,100,100,100,100,0
